Unnamed: 0,Unnamed: 0.1,id,created_at,original_text,clean_text,retweet_count,hashtags,mentions,original_author,lda_cluster
189,189,1260292265072906240,2020-05-12 19:34:25+00:00,"The US unemployment rate has reached 14.7%. This is a staggering figure not seen since the Great Depression. Families, who are losing their jobs through no fault of their own, need us right now.",unemployment rate reach 14.7 staggering figure see Great Depression family lose job fault need right,1318,<UNK>,<UNK>,TeamPelosi,6
190,190,1260287910617776128,2020-05-12 19:17:07+00:00,"As America returns to work, House Democrats insist on guidelines to give workers confidence that their employers are adhering to the best scientific advice that’ll keep them safe at work with a peace of mind.",America return work House Democrats insist guideline worker confidence employer adhere good scientific advice safe work peace mind,446,<UNK>,<UNK>,TeamPelosi,6
191,191,1260287492005265414,2020-05-12 19:15:27+00:00,The most efficient path to a full and robust economic recovery that puts the health and security of #FamiliesFirst now and when we have the tools and strategy to open up safely is to keep America’s workers on payroll as we defeat the #coronavirus.,efficient path robust economic recovery put health security FamiliesFirst tool strategy open safely America worker payroll defeat coronavirus,273,#FamiliesFirst #coronavirus,<UNK>,TeamPelosi,6
192,192,1260280551262519300,2020-05-12 18:47:52+00:00,"America’s working families are struggling as the #coronavirus devastates our national and local economies. Once again, Democrats are putting the needs of these #FamiliesFirst in order to ease the burden of bills that have never stopped coming.",America work family struggle coronavirus devastate national local economy Democrats put need FamiliesFirst order ease burden bill stop come,314,#coronavirus #FamiliesFirst,<UNK>,TeamPelosi,6
193,193,1260279436127109120,2020-05-12 18:43:27+00:00,"Slowing down the #coronavirus by listening to the experts is only possible because essential workers keep our communities safe and help put food on our tables. We can never fully repay them, but hazard pay that recognizes the risk to them and their families is a start.",slow coronavirus listen expert possible essential worker community safe help food table fully repay hazard recognize risk family start,284,#coronavirus,<UNK>,TeamPelosi,6
194,194,1260277471502651392,2020-05-12 18:35:38+00:00,"The White House knows the protocol for containing the #coronavirus – testing, tracing, isolation and treatment. Democrats are ensuring that all Americans can access the same care for free by providing needed resources to hospitals and providers on the front lines. #FamiliesFirst",White House know protocol contain coronavirus testing tracing isolation treatment Democrats ensure Americans access care free provide need resource hospital provider line FamiliesFirst,270,#coronavirus #FamiliesFirst,<UNK>,TeamPelosi,6
195,195,1260276935290126336,2020-05-12 18:33:30+00:00,"Praise is always welcomed but the best “Thank You” to first responders, health workers, teachers and other public servants who put our #FamiliesFirst is ensuring our state and local partners have the resources to keep our heroes on the job and providing for their own families.",praise welcome good thank responder health worker teacher public servant FamiliesFirst ensure state local partner resource hero provide family,278,#FamiliesFirst,<UNK>,TeamPelosi,6
196,196,1260271853429538820,2020-05-12 18:13:19+00:00,Now is not a time for victory laps or mission accomplish statements – especially when hunger and hardship are not taking a pause. That is why House Democrats will continue taking bold action to put #FamiliesFirst and #ForThePeople.,time victory lap mission accomplish statement especially hunger hardship take pause House Democrats continue take bold action FamiliesFirst ForThePeople,1690,#FamiliesFirst #ForThePeople,<UNK>,TeamPelosi,6
197,197,1260203586690129920,2020-05-12 13:42:03+00:00,"It’s beyond outrageous that with over 80,000 deaths, Trump declared victory against the #coronavirus. Grounded in reality as we are, Democrats are springing from the *facts* and the needs of the American people in addressing this crisis.","outrageous 80,000 death Trump declare victory coronavirus ground reality Democrats spring fact need american people address crisis",1472,#coronavirus,<UNK>,TeamPelosi,6
198,198,1260015150863536130,2020-05-12 01:13:16+00:00,"Trump is completely out of touch with what families are facing. No, we can't take a “pause” on putting money in the pockets of the American people who have been staring down at past due notices for the last months while his special interest friends grow richer.",trump completely touch family face pause put money pocket american people stare past notice month special interest friend grow rich,3627,<UNK>,<UNK>,TeamPelosi,6
199,199,1259913347023151104,2020-05-11 18:28:44+00:00,Sign up for a shift! 💪🏻👇🏻#CA25 https://www.mobilize.us/christyforcongress/,sign shift flexed_biceps_light_skin_tone::backhand_index_pointing_down_light_skin_tone:#CA25,1130,#CA25,<UNK>,TeamPelosi,6
200,200,1259911305739321344,2020-05-11 18:20:37+00:00,"Every one of the 30 million unemployment claims since the start of the #coronavirus crisis is a story of devastating financial hardship. Stopping its spread with testing, tracing, and treatment is how we start to recover by restoring public health and consumer confidence.",million unemployment claim start coronavirus crisis story devastate financial hardship stop spread testing trace treatment start recover restore public health consumer confidence,969,#coronavirus,<UNK>,TeamPelosi,6
201,201,1258898909071585284,2020-05-08 23:17:43+00:00,"The president’s deadly delay and denial have actually gotten worse, with reports that the White House is deliberately blocking life-saving #coronavirus guidance from the CDC from reaching the American people. We need the truth to keep our families safe.",president deadly delay denial actually get bad report White House deliberately block life save coronavirus guidance reach american people need truth family safe,4281,#coronavirus,<UNK>,TeamPelosi,3
202,202,1258177582815760386,2020-05-06 23:31:26+00:00,"Thank you for your courage, strength and determination. God blessed America with the service and leadership of Justice Ruth Bader Ginsburg.",thank courage strength determination bless America service leadership Justice Ruth Bader Ginsburg,574,<UNK>,<UNK>,TeamPelosi,4
203,203,1258080280147091456,2020-05-06 17:04:47+00:00,"Trump has undermined the medical experts, failed to deliver on his promises, and blamed others for his erratic response. One thing is clear: with over 71,000 deaths and 30 million unemployed, we must have testing, testing, testing -- tracing, tracing, tracing.","Trump undermine medical expert fail deliver promise blame erratic response thing clear 71,000 death million unemployed testing testing testing trace tracing trace",2323,<UNK>,<UNK>,TeamPelosi,3
204,204,1258065694014439429,2020-05-06 16:06:49+00:00,"It's #NationalNursesDay. To the nurses across San Francisco and our country risking their lives to keep our families safe, especially during the #coronavirus crisis -- #ThankYouNurses.",nationalnursesday nurse Francisco country risk life family safe especially coronavirus crisis thankyounurse,394,#NationalNursesDay #coronavirus #ThankYouNurses,<UNK>,TeamPelosi,6
205,205,1258059558112591879,2020-05-06 15:42:26+00:00,Fact: Trump and Washington Republicans want to sabotage the protections of 135 million people living with pre-existing conditions. They want to destroy our health care in the midst of the #coronavirus crisis. Pass it on.,fact trump Washington Republicans want sabotage protection million people live existing condition want destroy health care midst coronavirus crisis pass,2814,#coronavirus,<UNK>,TeamPelosi,6
206,206,1258050291804626945,2020-05-06 15:05:37+00:00,Congrats! 💪,congrat flexed_biceps,7,<UNK>,<UNK>,TeamPelosi,4
207,207,1257750683769397250,2020-05-05 19:15:05+00:00,"Again: what did Trump know and when did he know it? Also, what is he hiding from the American people?",Trump know know hide american people,4525,<UNK>,<UNK>,TeamPelosi,1
208,208,1257744544055144448,2020-05-05 18:50:41+00:00,"As the death toll from the President’s erratic #coronavirus response continues to mount, he and Republicans are doubling down on their chaotic plot to destroy the Affordable Care Act. In other words, if Republicans have it their way, COVID-19 survivors could be denied coverage.",death toll President erratic coronavirus response continue mount Republicans double chaotic plot destroy Affordable Care word Republicans COVID-19 survivor deny coverage,1641,#coronavirus,<UNK>,TeamPelosi,3
209,209,1257679394367246336,2020-05-05 14:31:48+00:00,Trump is stopping them from sharing the truth with the American people. What is he hiding? Why does he continue to undermine medical experts?,Trump stop share truth american people hide continue undermine medical expert,5580,<UNK>,<UNK>,TeamPelosi,1
210,210,1257439151676407808,2020-05-04 22:37:10+00:00,We must insist on the truth. They cannot be afraid of it. What is the Trump Administration hiding? -NP,insist truth afraid Trump Administration hiding,2838,<UNK>,<UNK>,TeamPelosi,1
211,211,1257400381015044096,2020-05-04 20:03:06+00:00,"Meanwhile, Republicans *still* want to obliterate the Affordable Care Act. They don't seem to care that the lives and livelihoods of the American people are at stake. Our lives are on the line.",Republicans want obliterate Affordable Care care life livelihood american people stake life line,1571,<UNK>,<UNK>,TeamPelosi,6
212,212,1257383313104347137,2020-05-04 18:55:17+00:00,"We will overcome this moment, but success requires one fundamental from which all actions will follow: we need the truth. Americans must ignore lies and start to listen to scientists and other respected professionals in order to protect ourselves and our loved ones. -NP",overcome moment success require fundamental action follow need truth Americans ignore lie start listen scientist respected professional order protect loved one,4205,<UNK>,<UNK>,TeamPelosi,6
213,213,1256914195519545345,2020-05-03 11:51:11+00:00,"Americans don’t trust Trump. He failed to listen to experts. From calling it a “hoax” to saying it would miraculously go away in a day — to urging Americans to inject Lysol, he completely mishandled the #coronavirus crisis.",Americans trust Trump fail listen expert call hoax say miraculously away urge Americans inject Lysol completely mishandle coronavirus crisis,6842,#coronavirus,<UNK>,TeamPelosi,3
214,214,1256446497056489473,2020-05-02 04:52:43+00:00,💪💪💪,flexed_biceps::flexed_biceps::flexed_biceps,3,<UNK>,<UNK>,TeamPelosi,2
215,215,1255843245025869825,2020-04-30 12:55:36+00:00,You cannot turn the economy around without the scientific leadership on it. -NP,turn economy scientific leadership,1106,<UNK>,<UNK>,TeamPelosi,1
216,216,1255574594632720384,2020-04-29 19:08:05+00:00,No one wants Lysol in their lungs.,want Lysol lung,2384,<UNK>,<UNK>,TeamPelosi,2
217,217,1255243985267851265,2020-04-28 21:14:22+00:00,It's been clear that the President’s public denial and delay to act against the #coronavirus was deadly. That he also ignored early intelligence warnings on the lethal threat to America puts our staggering loss of life into even starker relief – and lays it plainly at his feet. https://twitter.com/gregpmiller/status/1254886123765141504,clear President public denial delay coronavirus deadly ignore early intelligence warning lethal threat America put staggering loss life starker relief lay plainly foot,728,#coronavirus,<UNK>,TeamPelosi,3
218,218,1255237893376835584,2020-04-28 20:50:09+00:00,It's better to have ice cream in the freezer over Lysol in the lungs.,well cream freezer Lysol lung,5667,<UNK>,<UNK>,TeamPelosi,2
219,219,1255121216643440640,2020-04-28 13:06:31+00:00,"He downplayed the severity of the #coronavirus crisis. He dismissed the experts. Now, he’s blaming others for his failures while encouraging people to drink bleach and inject Lysol. Chaotic dysfunction.",downplay severity coronavirus crisis dismiss expert blame failure encourage people drink bleach inject Lysol chaotic dysfunction,4907,#coronavirus,<UNK>,TeamPelosi,3
220,220,1254958557738545152,2020-04-28 02:20:10+00:00,"Leaders take responsibility. Trump, on the other hand, is plain weak. Weak.",leader responsibility trump hand plain weak weak,9116,<UNK>,<UNK>,TeamPelosi,1
221,221,1254727250194444288,2020-04-27 11:01:02+00:00,Trump has made things worse — from undermining medical experts to ridiculously asking people to inject Lysol. It’s no wonder Americans don’t trust him to lead our country out of a crisis.,Trump thing bad undermine medical expert ridiculously ask people inject Lysol wonder Americans trust lead country crisis,2142,<UNK>,<UNK>,TeamPelosi,1
222,222,1254708114399600640,2020-04-27 09:45:00+00:00,".@JoeBiden has fought for our health care, for our families &amp; for our children’s future. To his work, Joe brings values &amp; integrity. He is a voice of reason &amp; resilience who will fight #ForThePeople. Today, I am proud to endorse him for President of the United States. -NP",.@JoeBiden fight health care family child future work bring value integrity voice reason resilience fight ForThePeople today proud endorse President United States,8488,#ForThePeople,@JoeBiden,TeamPelosi,6
223,223,1254537987016331267,2020-04-26 22:28:58+00:00,The president is asking you to inject Lysol into your lungs. Please don’t do this or drink bleach.,president ask inject Lysol lung drink bleach,2471,<UNK>,<UNK>,TeamPelosi,2
224,224,1254405314679574530,2020-04-26 13:41:47+00:00,The American people want a plan to address their concerns; and we won’t stop fighting for them. #FamiliesFirst 📺📽,american people want plan address concern stop fight FamiliesFirst television::film_projector,395,#FamiliesFirst,<UNK>,TeamPelosi,6
225,225,1254340768787021824,2020-04-26 09:25:18+00:00,Outrageous,outrageous,2507,<UNK>,<UNK>,TeamPelosi,2
226,226,1253463930791432193,2020-04-23 23:21:03+00:00,"To protect the economic security of working families, Democrats made sure small businesses that generate vitality in our towns and cities and employ America’s workers will have access to capital they need to keep making payroll during the #coronavirus crisis. #PPP #FamiliesFirst",protect economic security work family Democrats sure small business generate vitality town city employ America worker access capital need make payroll coronavirus crisis FamiliesFirst,965,#coronavirus #PPP #FamiliesFirst,<UNK>,TeamPelosi,6
227,227,1253139974544859138,2020-04-23 01:53:46+00:00,"Instead of fixating, still, on his TV ratings as U.S. deaths race past 42,000, Trump should be listening to scientists, providing resources for state and local governments, and deploying a comprehensive federal strategy for #TestingTestingTesting.","instead fixating rating U.S. death race past 42,000 Trump listen scientist provide resource state local government deploy comprehensive federal strategy testingtestingtesting",2065,#TestingTestingTesting,<UNK>,TeamPelosi,3
228,228,1252942982426374144,2020-04-22 12:51:00+00:00,"Proper preparation prevents poor performance. And the President *was not* properly prepared — not with the truth, the facts, or the admission of what was happening in our country.",proper preparation prevent poor performance President properly prepared truth fact admission happen country,4420,<UNK>,<UNK>,TeamPelosi,3
229,229,1252779259334144002,2020-04-22 02:00:25+00:00,The American people have a constitutional right to free and fair elections. Forcing voters to choose between risking their lives and giving up that sacred right is anything but free and fair.,american people constitutional right free fair election force voter choose risk life give sacred right free fair,2013,<UNK>,<UNK>,TeamPelosi,6
230,230,1252744517691768836,2020-04-21 23:42:22+00:00,"Nearly two months into the #coronavirus emergency, the absence of a coordinated national testing strategy and comprehensive response from the president is still costing lives. He has been a total failure when it comes to #TestingTestingTesting. That has to end – now.",nearly month coronavirus emergency absence coordinated national testing strategy comprehensive response president cost life total failure come testingtestingtesting,3102,#coronavirus #TestingTestingTesting,<UNK>,TeamPelosi,3
231,231,1252428629788643332,2020-04-21 02:47:08+00:00,"We have strong, bipartisan agreement on investing in small business to save jobs and look out for America’s workers during this crisis. After studying the initial data, Democrats are ensuring *all* small businesses are able to participate and access the capital they need. #PPP",strong bipartisan agreement invest small business save job look America worker crisis study initial datum Democrats ensure small business able participate access capital need,1260,#PPP,<UNK>,TeamPelosi,6
232,232,1252403424659816450,2020-04-21 01:06:59+00:00,"Unless we test, we will never know the extent of the spread of the #coronavirus and the extent of the challenge for us to eradicate it. It’s never too late to do the right thing. And in this case, doing the right thing can still save countless lives. #TestingTestingTesting",test know extent spread coronavirus extent challenge eradicate late right thing case right thing save countless life TestingTestingTesting,2457,#coronavirus #TestingTestingTesting,<UNK>,TeamPelosi,6
233,233,1252236232131674112,2020-04-20 14:02:37+00:00,The numbers of those taken from us by the #coronavirus are staggering and each individual story is a reminder of a family and a community grieving that direct loss. Know that we are with you in that grief and are working to help our nation heal and to save lives.,number take coronavirus staggering individual story reminder family community grieving direct loss know grief work help nation heal save life,1594,#coronavirus,<UNK>,TeamPelosi,6
234,234,1251999553949229057,2020-04-19 22:22:09+00:00,"In solidarity with our friends and neighbors, I am calling for an end to stigma and discrimination against the Asian American community that are fueled in part by racist, ignorant, and reckless rhetoric from the president about the #coronavirus.",solidarity friend neighbor call stigma discrimination asian american community fuel racist ignorant reckless rhetoric president coronavirus,1975,#coronavirus,<UNK>,TeamPelosi,6
235,235,1251977896840908802,2020-04-19 20:56:05+00:00,"Strong leaders take responsibility. Weak leaders don’t. When the President continues to deflect responsibility, blame others, and promote a recovery narrative that isn’t science-based, he increases the #coronavirus threat to the lives and livelihoods of the American people.",strong leader responsibility weak leader President continue deflect responsibility blame promote recovery narrative science base increase coronavirus threat life livelihood american people,3262,#coronavirus,<UNK>,TeamPelosi,6
236,236,1251926416620490752,2020-04-19 17:31:32+00:00,"The key that opens the door to our economy is testing, testing, testing. The administration hasn't done it right. That needs to change to go forward. #TestingTestingTesting",open door economy test testing testing administration right need change forward TestingTestingTesting,3690,#TestingTestingTesting,<UNK>,TeamPelosi,3
237,237,1251705300815687681,2020-04-19 02:52:53+00:00,The delay and denial were deadly. #TruthMatters,delay denial deadly truthmatters,697,#TruthMatters,<UNK>,TeamPelosi,5
238,238,1251705298655547395,2020-04-19 02:52:53+00:00,"The #coronavirus threat called for a timely, comprehensive response from the administration, based on science and its unique obligation and capacity to resolve this public health crisis. Its failure on all fronts had devastating health and economic consequences. #TruthMatters",coronavirus threat call timely comprehensive response administration base science unique obligation capacity resolve public health crisis failure front devastating health economic consequence truthmatters,1591,#coronavirus #TruthMatters,<UNK>,TeamPelosi,6
239,239,1251629358999056384,2020-04-18 21:51:07+00:00,Protecting the lives and the livelihood of the American people is of the highest priority. #PPP #TruthMatters,protect life livelihood american people high priority truthmatters,288,#PPP #TruthMatters,<UNK>,TeamPelosi,6
240,240,1251629356008513537,2020-04-18 21:51:07+00:00,More money is needed to help America's small businesses. Democrats are working to ensure the small businesses that enliven our neighborhoods and are the lifeblood of our economy get their share of these funds to sustain them through this crisis. #PPP #TruthMatters,money need help America small business Democrats work ensure small business enliven neighborhood lifeblood economy share fund sustain crisis truthmatters,920,#PPP #TruthMatters,<UNK>,TeamPelosi,3
241,241,1251580856688357380,2020-04-18 18:38:24+00:00,"The Atlantic: Without More Tests, America Can’t Reopen; And to make matters worse, we’re testing the wrong people.",Atlantic test America reopen matter bad test wrong people,433,<UNK>,<UNK>,TeamPelosi,3
242,242,1251580389329719303,2020-04-18 18:36:32+00:00,"NYT: Coronavirus Testing Needs to Triple Before the U.S. Can Reopen, Experts Say",Coronavirus Testing need Triple U.S. reopen expert,558,<UNK>,<UNK>,TeamPelosi,3
243,243,1251541073157029891,2020-04-18 16:00:19+00:00,The key that opens the door to let us out to start growing our economy again from the economic impact of the #coronavirus crisis is testing. Testing. Testing. Testing.,open door start grow economy economic impact coronavirus crisis test testing testing testing,2612,#coronavirus,<UNK>,TeamPelosi,3
244,244,1251309548121571330,2020-04-18 00:40:19+00:00,"We agree that we are at war – against the #coronavirus pandemic. But force protection is not there, still. Our heroes on the frontline are risking their lives to save lives. We have an obligation to ensure that they have the personal protective equipment, #PPE, to do their job.",agree coronavirus pandemic force protection hero frontline risk life save life obligation ensure personal protective equipment,1907,#coronavirus #PPE,<UNK>,TeamPelosi,6
245,245,1251250041089597440,2020-04-17 20:43:51+00:00,"The president has failed the test on testing. To address and fully resolve the threat to the lives and livelihoods of the American people, we must know the extent of the spread of the #coronavirus. Testing, testing, testing. Data, data, data. Shortcuts won’t do it.",president fail test testing address fully resolve threat life livelihood american people know extent spread coronavirus testing testing testing datum datum datum Shortcuts,4399,#coronavirus,<UNK>,TeamPelosi,3
246,246,1251177387087269890,2020-04-17 15:55:09+00:00,"People are facing economic crisis because of Trump’s catastrophic lies and mismanagement of the coronavirus health crisis. We can’t pull through this without insisting on the truth: science, evidence, data, and testing. #TruthMatters https://twitter.com/nytpolitics/status/1250978308751339527",People face economic crisis Trump catastrophic lie mismanagement coronavirus health crisis pull insist truth science evidence datum testing TruthMatters,1682,#TruthMatters,<UNK>,TeamPelosi,1
247,247,1250815688408793089,2020-04-16 15:57:53+00:00,"It's our responsibility to ensure our frontliners against the #coronavirus have force protection. As the president claims powers he does not have, he’s reluctant to engage fully those that he does to manufacture vital protective equipment and tools they need to do their job.",responsibility ensure frontliner coronaviru force protection president claim power reluctant engage fully manufacture vital protective equipment tool need,1365,#coronavirus,<UNK>,TeamPelosi,3
248,248,1250783571960377346,2020-04-16 13:50:16+00:00,"The #coronavirus crisis is a public health emergency that called for a coordinated federal response based on science, evidence, and data from Day 1. It still does. Testing, testing, testing – only – can tell us where it is and who is impacted as the basis for the way forward.",coronavirus crisis public health emergency call coordinated federal response base science evidence datum testing testing testing tell impact basis forward,1994,#coronavirus,<UNK>,TeamPelosi,3
249,249,1250580574860906496,2020-04-16 00:23:38+00:00,FACT: Credit union and community bank customers were in danger of being *delayed* permanently from participating in programs to shore up small businesses. Democrats are ensuring that disparity in accessing credit is not perpetuated in funding that is meant to benefit everyone.,fact credit union community bank customer danger delay permanently participate program shore small business Democrats ensure disparity access credit perpetuate funding mean benefit,1236,<UNK>,<UNK>,TeamPelosi,6
250,250,1250550563793756160,2020-04-15 22:24:23+00:00,"This is a sad time for our country as the death toll from the #coronavirus continues to grow. The numbers are staggering, but each individual story is simply heartbreaking. We have a tremendous responsibility to get this right for the health of the American people.",time country death toll coronavirus continue grow number staggering individual story simply heartbreake tremendous responsibility right health american people,1443,#coronavirus,<UNK>,TeamPelosi,6
251,251,1250515617163116547,2020-04-15 20:05:31+00:00,"Every day, more lives are lost and continue to be at stake in this public health emergency from the #coronavirus. If you ignore the facts and you ignore the truth, you cannot possibly solve this problem. We must insist on the truth. It’s the only way out of this crisis.",life lose continue stake public health emergency coronavirus ignore fact ignore truth possibly solve problem insist truth crisis,1266,#coronavirus,<UNK>,TeamPelosi,6
252,252,1250464906794672135,2020-04-15 16:44:00+00:00,A weak person and a poor leader takes no responsibility and blames others. This illegal decision is especially dangerous in the middle of a pandemic. It will not stand.,weak person poor leader take responsibility blame illegal decision especially dangerous middle pandemic stand,6761,<UNK>,<UNK>,TeamPelosi,1
253,253,1250165935530553344,2020-04-14 20:56:00+00:00,"Our elections are the foundation of our democracy. In America, we should never be made to choose between risking our life or giving up our constitutional voice. Yet, this is exactly the toll that was imposed on Wisconsin voters last week. Nevertheless, they persisted.",election foundation democracy America choose risk life give constitutional voice exactly toll impose Wisconsin voter week persist,2824,<UNK>,<UNK>,TeamPelosi,6
254,254,1248573282426683395,2020-04-10 11:27:22+00:00,Americans don’t trust Trump. He has been completely unprepared in handling the #coronavirus crisis. And he continues to make it worse.,Americans trust Trump completely unprepared handle coronavirus crisis continue bad,16629,#coronavirus,<UNK>,TeamPelosi,1
255,255,1248388148540792833,2020-04-09 23:11:43+00:00,So many Americans are now unemployed. Our country could face a depression. That is why we need immediate action.📽️👇🏻,Americans unemployed country face depression need immediate action.:film_projector_selector::backhand_index_pointing_down_light_skin_tone,1483,<UNK>,<UNK>,TeamPelosi,6
256,256,1248243281147744257,2020-04-09 13:36:04+00:00,"🎥 @AP: “President Donald Trump is falling back on a familiar political strategy as he grapples with the coronavirus pandemic: deflect, deny and direct blame elsewhere.” 👇🏻👇🏻👇🏻",movie_camera President Donald Trump fall familiar political strategy grapple coronavirus pandemic deflect deny direct blame backhand_index_pointing_down_light_skin_tone::backhand_index_pointing_down_light_skin_tone::backhand_index_pointing_down_light_skin_tone,2747,<UNK>,@AP,TeamPelosi,1
257,257,1247978413194952705,2020-04-08 20:03:34+00:00,I want to congratulate Senator @BernieSanders on running a strong campaign that has inspired a movement. It is my hope that together we can build on the progress we've accomplished #ForThePeople and defeat the current occupant of the White House. -NP,want congratulate Senator @BernieSanders run strong campaign inspire movement hope build progress accomplish ForThePeople defeat current occupant White House,3032,#ForThePeople,@BernieSanders,TeamPelosi,1
258,258,1247891764750348289,2020-04-08 14:19:16+00:00,"The #coronavirus crisis continues to drastically accelerate. The people are suffering. Yet the current occupant of the White House rewrites history, deflects responsibility and mishandles the situation. It’s no wonder Americans don’t trust him during this crisis. Pass it on.",coronavirus crisis continue drastically accelerate people suffer current occupant White House rewrite history deflect responsibility mishandle situation wonder Americans trust crisis pass,11572,#coronavirus,<UNK>,TeamPelosi,1
259,259,1247601051844390915,2020-04-07 19:04:04+00:00,Modly must be removed or he must resign.,modly remove resign,2076,<UNK>,<UNK>,TeamPelosi,2
260,260,1247362980955774979,2020-04-07 03:18:04+00:00,It’s unconscionable that Wisconsin voters are being made to choose between doing the utmost to protect their health amid the #coronavirus pandemic and exercising their constitutional right to vote.,unconscionable Wisconsin voter choose utmost protect health amid coronavirus pandemic exercise constitutional right vote,3097,#coronavirus,<UNK>,TeamPelosi,6
261,261,1247341286484578304,2020-04-07 01:51:51+00:00,What the American people don't want to see are industries in our country receiving taxpayer $$$and ripping them off with buyouts and bonuses. What they do want to see is our workers getting what they need to continue performing their jobs. They also need their checks now. -NP,american people want industry country receive taxpayer rip buyout bonus want worker get need continue perform job need check,3178,<UNK>,<UNK>,TeamPelosi,6
262,262,1246165707403993094,2020-04-03 20:00:31+00:00,More and more workers are losing their jobs and bearing the brunt of the economic impact of the #coronavirus. We *must* do more.,worker lose job bear brunt economic impact coronavirus,1336,#coronavirus,<UNK>,TeamPelosi,6
263,263,1245772771315064833,2020-04-02 17:59:08+00:00,"Their denial and their delay cost lives. Enough of the excuses. Families, health care workers, and those on the frontlines need action now.",denial delay cost life excuse family health care worker frontline need action,1856,<UNK>,<UNK>,TeamPelosi,6
264,264,1245761324543610881,2020-04-02 17:13:39+00:00,Millions of people are uninsured and facing unemployment in our country. It's sad that Trump refuses to extend the Affordable Care Act enrollment period during the global pandemic. It's even worse that they refuse to drop their reckless lawsuit that threatens our health care.,million people uninsured face unemployment country trump refuse extend Affordable Care enrollment period global pandemic bad refuse drop reckless lawsuit threaten health care,2697,<UNK>,<UNK>,TeamPelosi,6
265,265,1245472221977591816,2020-04-01 22:04:52+00:00,"The President should not hide behind excuses for why he failed to act to protect the American people from a known and deadly threat. Now that he’s admitting his failure to act, he needs to do more to protect our health workers and first responders.",President hide excuse fail protect american people known deadly threat admit failure need protect health worker responder,4729,<UNK>,<UNK>,TeamPelosi,6
266,266,1245130170605998080,2020-03-31 23:25:40+00:00,Trump rejects Obamacare special enrollment period amid pandemic,trump reject Obamacare special enrollment period amid pandemic,553,<UNK>,<UNK>,TeamPelosi,6
267,267,1245121768655925248,2020-03-31 22:52:17+00:00,"As U.S. Hospitals Face Shortages, Trump Vows to Send Ventilators—to Europe",U.S. Hospitals Face Shortages trump vow send Ventilators Europe,822,<UNK>,<UNK>,TeamPelosi,3
268,268,1245121767506575363,2020-03-31 22:52:17+00:00,Trump insists on congratulations while America braces for the worst,trump insist congratulation America brace bad,275,<UNK>,<UNK>,TeamPelosi,1
269,269,1245121766562856961,2020-03-31 22:52:17+00:00,Trump Again Accuses Health Care Workers Of Squandering Masks,Trump Accuses Health Care worker Squandering mask,196,<UNK>,<UNK>,TeamPelosi,6
270,270,1245121764834844673,2020-03-31 22:52:16+00:00,Trump team failed to follow NSC’s pandemic playbook,trump team fail follow pandemic playbook,287,<UNK>,<UNK>,TeamPelosi,1
271,271,1245121763710812161,2020-03-31 22:52:16+00:00,"Desperate for medical equipment, states encounter a beleaguered national stockpile",desperate medical equipment state encounter beleaguered national stockpile,211,<UNK>,<UNK>,TeamPelosi,3
272,272,1245119031180476418,2020-03-31 22:41:24+00:00,"GOP Plows Forward on Plans to Kill Obamacare, Pandemic Be Damned",plow forward plan kill Obamacare Pandemic damn,668,<UNK>,<UNK>,TeamPelosi,6
273,273,1245118760849203201,2020-03-31 22:40:20+00:00,"""Watch what they do, not what they say."" -@Maddow",watch -@Maddow,1783,<UNK>,@maddow,TeamPelosi,4
274,274,1245112072649740288,2020-03-31 22:13:45+00:00,"Mr. President, you've invoked it thousands of times for other occasions. Now, do it for our workers. They're suffering.",President invoke thousand time occasion worker suffer,3618,<UNK>,<UNK>,TeamPelosi,6
275,275,1245014013437792257,2020-03-31 15:44:06+00:00,We are losing critical time to get ahead of the #Coronavirus as the president refuses to use his authority to ramp up production of desperately needed ventilators and personal protective equipment.,lose critical time ahead Coronavirus president refuse authority ramp production desperately need ventilator personal protective equipment,1529,#Coronavirus,<UNK>,TeamPelosi,3
276,276,1245003384933027841,2020-03-31 15:01:52+00:00,"People across the United States are taking the necessary steps to stay safe and healthy during the #Coronavirus crisis. Not only will we continue fighting to meet their needs, but we will ensure their fundamental rights are protected. Our country needs vote-by-mail.",People United States take necessary step stay safe healthy Coronavirus crisis continue fight meet need ensure fundamental right protect country need vote mail,1868,#Coronavirus,<UNK>,TeamPelosi,6
277,277,1244970368496021504,2020-03-31 12:50:40+00:00,We are asking people to risk their lives to save other lives. We are asking people to make a judgement of who gets a ventilator or not. This *should not* be happening. Proper testing is needed. Equipment must be produced immediately.,ask people risk life save life ask people judgement get ventilator happen proper testing need equipment produce immediately,4234,<UNK>,<UNK>,TeamPelosi,3
278,278,1244959119515271169,2020-03-31 12:05:58+00:00,"Frontline health workers are the backbone of our health care system. As they work grueling shifts to save lives from the #Coronavirus, the least we owe them is the proper protective equipment that ensure their safety. If they fall, we fall.",frontline health worker backbone health care system work gruele shift save life Coronavirus proper protective equipment ensure safety fall fall,1004,#Coronavirus,<UNK>,TeamPelosi,6
279,279,1244262752195149824,2020-03-29 13:58:52+00:00,"Don't fiddle while people die, Mr. President. Enough already.",fiddle people President,1674,<UNK>,<UNK>,TeamPelosi,1
