Unnamed: 0,Unnamed: 0.1,id,created_at,original_text,clean_text,retweet_count,hashtags,mentions,original_author,lda_cluster
103,103,1280602106748157953,2020-07-07 20:38:29+00:00,"Reducing drug costs is one of my top priorities, particularly during COVID-19. I joined @ChuckGrassley in introducing a bill that would save Americans tens of billions of dollars by creating penalties for drug manufacturers &amp; middlemen who drive up prices. https://www.collins.senate.gov/newsroom/senator-collins-joins-group-introducing-updated-legislation-lower-cost-prescription-drugs",reduce drug cost priority particularly COVID-19 join @chuckgrassley introduce bill save Americans ten billion dollar create penalty drug manufacturer middleman drive price,53,<UNK>,@ChuckGrassley,SenatorCollins,1
104,104,1280564973438218241,2020-07-07 18:10:56+00:00,"$545,000 has been awarded for infrastructure improvement projects at the Eastport & Wiscasset Municipal Airports. As Chairman of the Transportation Appropriations Subcommittee, I'm committed to supporting our local airports & their workers amid COVID-19.","545,000 award infrastructure improvement project Eastport Wiscasset Municipal Airports Chairman Transportation Appropriations Subcommittee committed support local airport worker amid COVID-19",20,<UNK>,<UNK>,SenatorCollins,1
105,105,1280236411036356611,2020-07-06 20:25:20+00:00,The Maine Congressional Delegation worked together to urge USDA to fix the Food Box program after Maine distributors were left out of the first round of funding. Nearly 1.8 million pounds of food will now be provided to Mainers in need through this program.,Maine Congressional Delegation work urge USDA Food program Maine distributor leave round funding nearly million pound food provide Mainers need program,8,<UNK>,<UNK>,SenatorCollins,1
106,106,1280236409769656321,2020-07-06 20:25:20+00:00,"Maine Farmers Exchange in Presque Isle has been awarded $2.14 million to participate in the USDA’s Farmers to Families Food Box Program, which purchases fresh produce, dairy, & meat from farmers & provides it to families in need.",Maine Farmers Exchange Presque Isle award 2.14 million participate USDA Farmers Families Food Program purchase fresh produce dairy meat farmers provide family need,7,<UNK>,<UNK>,SenatorCollins,1
107,107,1279788346378719233,2020-07-05 14:44:53+00:00,"While visiting Lubec yesterday, I stopped to see the future site of the town’s Safe Harbor. As Chairman of the Transportation Appropriations Subcommittee, I secured funding for this project that will increase fishermen’s safety & help them get their catch to market more quickly.",visit Lubec yesterday stop future site town Safe Harbor Chairman Transportation Appropriations Subcommittee secure funding project increase fisherman safety help catch market quickly,40,<UNK>,<UNK>,SenatorCollins,1
108,108,1279565589481172993,2020-07-04 23:59:44+00:00,It was wonderful to see so many Mainers at the Jackman-Moose River 4th of July parade today. I was also honored to participate in the dedication of Jackman’s new veterans memorial that recognizes the many patriots from the region who bravely served our nation in uniform.,wonderful mainer Jackman Moose River July parade today honor participate dedication Jackman veteran memorial recognize patriot region bravely serve nation uniform,28,<UNK>,<UNK>,SenatorCollins,0
109,109,1279497068529188865,2020-07-04 19:27:27+00:00,"I enjoyed marching in this year’s 4th of July Parade in Lubec. Despite the harm caused by the current public health and economic crisis, Mainers are resilient. It was truly heartwarming to join the community in celebrating our great nation.",enjoy march year July Parade Lubec despite harm cause current public health economic crisis mainer resilient truly heartwarming join community celebrate great nation,29,<UNK>,<UNK>,SenatorCollins,1
110,110,1279433962994249728,2020-07-04 15:16:42+00:00,I am continuing bipartisan negotiations on a bill to allow especially hard-hit businesses to be eligible to receive a second forgivable PPP loan.,continue bipartisan negotiation bill allow especially hard business eligible receive second forgivable loan,15,<UNK>,<UNK>,SenatorCollins,1
111,111,1279433961584943105,2020-07-04 15:16:41+00:00,"The Paycheck Protection Program I co-authored is helping small businesses and their employees get through this difficult period. Today, a bill I co-sponsored extending the deadline to apply for the PPP to August 8th was signed into law. https://www.collins.senate.gov/newsroom/legislation-co-sponsored-collins-extend-ppp-application-deadline-august-8th-signed-law",Paycheck Protection Program author help small business employee difficult period today bill sponsored extend deadline apply August sign,18,<UNK>,<UNK>,SenatorCollins,1
112,112,1279433960746094593,2020-07-04 15:16:41+00:00,"The Fourth of July is typically the height of Maine’s busy summer tourism season, but near-empty hotels, inns, B&Bs, and restaurants underscore the devastating effects the pandemic has had on many of our state’s small businesses and jobs.",Fourth July typically height Maine busy summer tourism season near hotel inn B&Bs restaurant underscore devastating effect pandemic state small business job,154,<UNK>,<UNK>,SenatorCollins,4
113,113,1279389788798365696,2020-07-04 12:21:10+00:00,"Happy Birthday, America! Today we celebrate the anniversary of our country’s founding and express gratitude for those who defend our freedoms. Our work to achieve the American ideals of equality and justice for all is ongoing. May God continue to bless our nation.",happy Birthday America today celebrate anniversary country founding express gratitude defend freedom work achieve american ideal equality justice ongoing continue bless nation,245,<UNK>,<UNK>,SenatorCollins,0
114,114,1278678352254156807,2020-07-02 13:14:10+00:00,"NEW FUNDING: Maine farmers have been awarded $7.75 million to help offset the financial harm they have experienced due to COVID-19. These direct payments, which I worked to include in the CARES Act, will help provide relief to Maine’s farming communities. https://www.collins.senate.gov/newsroom/covid-19-financial-relief-maine-farmers-reaches-775-million",FUNDING Maine farmer award 7.75 million help offset financial harm experience covid-19 direct payment work include CARES help provide relief Maine farming community,36,<UNK>,<UNK>,SenatorCollins,1
115,115,1278427427975450630,2020-07-01 20:37:05+00:00,"I spoke on the Senate floor today about legislation I am working on with Senators Marco Rubio (R-FL), Ben Cardin (D-MD), & Jeanne Shaheen (D-NH) to provide a second forgivable PPP loan to the hardest-hit small businesses.",speak Senate floor today legislation work Senators Marco Rubio Cardin Jeanne Shaheen provide second forgivable loan hard small business,9,<UNK>,<UNK>,SenatorCollins,1
116,116,1278427251198083073,2020-07-01 20:36:23+00:00,"The PPP has been a tremendous success, helping support nearly 75% of small businesses in Maine & sustaining nearly 200,000 Maine jobs. As the economic crisis caused by COVID-19 continues, however, millions of small employers need additional help to stay above water & survive.","tremendous success help support nearly small business Maine sustain nearly 200,000 Maine job economic crisis cause covid-19 continue million small employer need additional help stay water survive",20,<UNK>,<UNK>,SenatorCollins,1
117,117,1278319474358263810,2020-07-01 13:28:07+00:00,"I questioned Dr. Fauci about pool testing, an efficient, cost-effective way to help communities safely reopen. This strategy could help schools identify the presence of COVID-19 & protect students, teachers, staff, & other employees.",question Fauci pool testing efficient cost effective help community safely reopen strategy help school identify presence COVID-19 protect student teacher staff employee,21,<UNK>,<UNK>,SenatorCollins,1
118,118,1278131689429118976,2020-07-01 01:01:55+00:00,"Senators Rubio, Cardin, Shaheen and I will continue our bipartisan negotiations on a bill to allow especially hard-hit businesses to be eligible to receive a 2nd PPP loan. Approximately $130 billion in PPP funding remains available to assist small businesses and their employees.",Senators Rubio Cardin Shaheen continue bipartisan negotiation bill allow especially hard business eligible receive loan approximately billion funding remain available assist small business employee,12,<UNK>,<UNK>,SenatorCollins,1
119,119,1278131688091070464,2020-07-01 01:01:55+00:00,PPP Update - the Senate unanimously passed a bipartisan bill I cosponsored that will extend the deadline for small businesses to apply for a forgivable Paycheck Protection Program loan until August 8th.,Update Senate unanimously pass bipartisan bill cosponsor extend deadline small business apply forgivable Paycheck Protection Program loan August,34,<UNK>,<UNK>,SenatorCollins,1
120,120,1278080617759023106,2020-06-30 21:38:59+00:00,COVID-19 has had a disastrous effect on Maine's tourism industry. Increased testing is essential to safely reopening our state & protecting our health. I urged top health officials—including Dr. Fauci & ADM Giroir—to work with states to better align testing supplies with demand.,COVID-19 disastrous effect Maine tourism industry increase testing essential safely reopen state protect health urge health official include Fauci Giroir work state well align testing supply demand,40,<UNK>,<UNK>,SenatorCollins,6
121,121,1278029128730587136,2020-06-30 18:14:23+00:00,"Waldo Community Action Partners has been awarded more than $2.2 million for Head Start & Early Head Start programs. This funding will support early childhood education, as well as Maine’s working families, during these difficult economic times.",Waldo Community Action Partners award million Head Start Early Head Start program funding support early childhood education Maine work family difficult economic time,8,<UNK>,<UNK>,SenatorCollins,1
122,122,1277952982970138625,2020-06-30 13:11:49+00:00,"At a Senate Health Committee hearing this morning, I will question Dr. Fauci & other public health officials about the federal government’s ongoing COVID-19 response & efforts to help states safely reopen our communities & schools. Click here to watch:",Senate Health Committee hearing morning question Fauci public health official federal government ongoing covid-19 response effort help state safely reopen community school click watch,24,<UNK>,<UNK>,SenatorCollins,6
123,123,1277597165083398145,2020-06-29 13:37:55+00:00,"Nearly $1 million has been awarded to help ensure that Maine has the resources it needs to combat the opioid crisis. While we continue to respond to COVID-19, we must not relent in our efforts to address the ongoing opioid crisis.",nearly million award help ensure Maine resource need combat opioid crisis continue respond covid-19 relent effort address ongoing opioid crisis,21,<UNK>,<UNK>,SenatorCollins,1
124,124,1277271257139077120,2020-06-28 16:02:52+00:00,"COVID-19 poses unique risks to people with diabetes, making affordable access to insulin all the more important. @SenatorShaheen &amp; I are working to improve the lives of patients with this disease. Read our column on @seacoastonline to learn more.",COVID-19 pose unique risk people diabete make affordable access insulin important @SenatorShaheen work improve life patient disease read column @seacoastonline learn,37,<UNK>,@SenatorShaheen @seacoastonline,SenatorCollins,1
125,125,1276605593260830720,2020-06-26 19:57:46+00:00,"Congress temporarily expanded telehealth services for Medicare as part of the COVID-19 relief effort. In six weeks, telehealth use among beneficiaries climbed more than 11,000%. I pushed to make this policy permanent, & I’m glad CMS has proposed a new rule that would do just that","Congress temporarily expand telehealth service Medicare COVID-19 relief effort week telehealth beneficiary climb 11,000 push policy permanent glad propose rule",52,<UNK>,<UNK>,SenatorCollins,1
126,126,1276228184481153024,2020-06-25 18:58:05+00:00,"A new directive to provide financial assistance to lobstermen & women is a welcome development for this industry that has suffered substantial losses due to the trade war and COVID-19. I joined @SenAngusKing, @ChelliePingree, &amp; @RepGolden in strongly advocating for this relief.",directive provide financial assistance lobsterman woman welcome development industry suffer substantial loss trade COVID-19 join @SenAngusKing @ChelliePingree @RepGolden strongly advocate relief,18,<UNK>,@SenAngusKing @chelliepingree @RepGolden,SenatorCollins,1
127,127,1275848534596685832,2020-06-24 17:49:29+00:00,My statement on the Senate's vote today on the JUSTICE Act:,statement Senate vote today JUSTICE,439,<UNK>,<UNK>,SenatorCollins,3
128,128,1275782298475126785,2020-06-24 13:26:17+00:00,"The U.S. Senate unanimously passed the Wounded Veterans Recreation Act, legislation I introduced with @SenatorShaheen that would make all veterans who have been injured defending our nation eligible for a free, lifetime entry pass to our national parks.",U.S. Senate unanimously pass Wounded Veterans Recreation legislation introduce @SenatorShaheen veteran injure defend nation eligible free lifetime entry pass national park,37,<UNK>,@SenatorShaheen,SenatorCollins,3
129,129,1275473455396331522,2020-06-23 16:59:03+00:00,"COVID-19’s effect on long-term care facilities directly intersects with stark racial inequities. 40% of Maine health care workers diagnosed with COVID-19 are black. At a Health Committee hearing today, I asked the former CDC Director how we can address this racial disparity.",COVID-19 effect long term care facility directly intersect stark racial inequity Maine health care worker diagnose COVID-19 black Health Committee hearing today ask Director address racial disparity,26,<UNK>,<UNK>,SenatorCollins,1
130,130,1275076941406560256,2020-06-22 14:43:27+00:00,"When Maine was excluded from the Farmers to Families Food Box Program, the Maine Delegation worked together to fix it. @nativemaine was awarded $1.35 million, which will benefit our state’s farmers, anti-hunger organizations, and food insecure families.",Maine exclude Farmers Families Food Program Maine Delegation work @nativemaine award 1.35 million benefit state farmer anti hunger organization food insecure family,19,<UNK>,@nativemaine,SenatorCollins,1
131,131,1275056275756326914,2020-06-22 13:21:20+00:00,Eight hospitals in Maine that serve a high proportion of seniors and low-income patients have been awarded a total of more than $52 million to support their response to the COVID-19 pandemic.,hospital Maine serve high proportion senior income patient award total million support response covid-19 pandemic,22,<UNK>,<UNK>,SenatorCollins,1
132,132,1274136942733660161,2020-06-20 00:28:14+00:00,"UPDATE: The most recent U.S. Census survey shows 76% of Maine small businesses received funding through the Paycheck Protection Program, which I coauthored. I'm working with my colleagues to strengthen this vital program that is helping to sustain approximately 200,000 Maine jobs","update recent U.S. Census survey show Maine small business receive funding Paycheck Protection Program coauthore work colleague strengthen vital program help sustain approximately 200,000 Maine job",19,<UNK>,<UNK>,SenatorCollins,1
133,133,1274049503658721288,2020-06-19 18:40:47+00:00,"Tomorrow is the #LongestDayofHomelessness, an annual event that lifts up the voices of those experiencing homelessness. These individuals &amp; families are at greater risk during the pandemic. Thank you to @PrebleStreet &amp; all of the organizations in Maine that support those in need.",tomorrow longestdayofhomelessness annual event lift voice experience homelessness individual family great risk pandemic thank @PrebleStreet organization Maine support need,11,#LongestDayofHomelessness,@PrebleStreet,SenatorCollins,1
134,134,1274000857604993024,2020-06-19 15:27:28+00:00,"Juneteenth celebrates slavery’s end, but recent tragedies have reminded us that racial injustice still taints our country. This week, the Senate passed a resolution I cosponsored honoring Juneteenth Independence Day & encouraging us to strive toward the American ideal of equality",juneteenth celebrate slavery recent tragedy remind racial injustice taint country week Senate pass resolution cosponsor honor Juneteenth Independence encourage strive american ideal equality,52,<UNK>,<UNK>,SenatorCollins,0
135,135,1273613646023753728,2020-06-18 13:48:50+00:00,More than $1.4 million has been awarded to Maine to support mental health & substance abuse programs. This federal funding will help Maine DHHS provide Mainers with access to the resources they need to help overcome these heartbreaking disorders.,million award Maine support mental health substance abuse program federal funding help Maine DHHS provide mainer access resource need help overcome heartbreake disorder,17,<UNK>,<UNK>,SenatorCollins,1
136,136,1273292843977768961,2020-06-17 16:34:05+00:00,"UPDATE: The Senate passed the Great American Outdoors Act, a bipartisan bill I cosponsored to provide full funding for the Land and Water Conservation Fund (LWCF) and to address the deferred maintenance backlog at our national parks, including Acadia National Park.",update Senate pass Great American Outdoors bipartisan bill cosponsor provide funding Land Water Conservation Fund LWCF address deferred maintenance backlog national park include Acadia National Park,53,<UNK>,<UNK>,SenatorCollins,4
137,137,1273247834117230592,2020-06-17 13:35:14+00:00,"These infrastructure projects will help to grow our economy and create jobs at a time when our communities are struggling due to the effects of COVID-19. As the Chairman of the Transportation Appropriations Subcommittee, I strongly advocated for this funding.",infrastructure project help grow economy create job time community struggle effect covid-19 Chairman Transportation Appropriations Subcommittee strongly advocate funding,10,<UNK>,<UNK>,SenatorCollins,1
138,138,1273247832640819200,2020-06-17 13:35:13+00:00,"Great news for Maine! $38.1 million has been awarded to replace seven bridges in Waterville, Solon, Rumford, Bangor, and Old Town.",great news Maine 38.1 million award replace seven bridge Waterville Solon Rumford Bangor Town,22,<UNK>,<UNK>,SenatorCollins,5
139,139,1272884911452684288,2020-06-16 13:33:06+00:00,"Following a bipartisan push by @SenAngusKing, @chelliepingree, @RepGolden, and me, USDA extended a waiver that will allow all Maine children to continue to receive free meals through the end of the summer amid the COVID-19 pandemic.",follow bipartisan push @SenAngusKing @chelliepingree @RepGolden USDA extend waiver allow Maine child continue receive free meal summer amid covid-19 pandemic,10,<UNK>,@SenAngusKing @chelliepingree @RepGolden,SenatorCollins,1
140,140,1272607867418394624,2020-06-15 19:12:14+00:00,"Nursing home residents are at the highest risk of COVID-19. As Chairman of @SenateAging, I’m working to advance universal testing, improve access to PPE, &amp; expand telehealth. Read my column in the @PressHerald about what more we can do to protect seniors.",nursing home resident high risk covid-19 Chairman @SenateAging work advance universal testing improve access expand telehealth read column @PressHerald protect senior,11,<UNK>,@SenateAging @PressHerald,SenatorCollins,1
141,141,1272580160001380355,2020-06-15 17:22:08+00:00,Congress should also pass the Equality Act & amend the Civil Rights Act to expressly prohibit discrimination on the basis of sexual orientation & gender identity.,Congress pass Equality amend Civil Rights expressly prohibit discrimination basis sexual orientation gender identity,50,<UNK>,<UNK>,SenatorCollins,3
142,142,1272580159124750338,2020-06-15 17:22:07+00:00,All Americans deserve a fair opportunity to pursue the American dream. Today's landmark Supreme Court ruling is a major advancement for LGBTQ rights.,Americans deserve fair opportunity pursue american dream today landmark Supreme Court ruling major advancement LGBTQ right,656,<UNK>,<UNK>,SenatorCollins,0
143,143,1271871411041251334,2020-06-13 18:25:49+00:00,The Trump Administration‘s decision to eliminate protections for transgender patients is simply wrong. I’ll work to overturn this discriminatory policy.,Trump Administration‘s decision eliminate protection transgender patient simply wrong work overturn discriminatory policy,5756,<UNK>,<UNK>,SenatorCollins,3
144,144,1271799842986176512,2020-06-13 13:41:26+00:00,"According to a recent survey, 40 percent of seniors reported feeling lonely, and this problem has worsened during the pandemic. I spoke with NEWS CENTER Maine about the health consequences of social isolation and how we can help seniors stay connected in their communities.",accord recent survey percent senior report feel lonely problem worsen pandemic speak NEWS CENTER Maine health consequence social isolation help senior stay connected community,23,<UNK>,<UNK>,SenatorCollins,1
145,145,1271562918941900800,2020-06-12 21:59:59+00:00,"Over the last five decades, Maine has received more than $191 million in funding from LWCF, helping to preserve the pristine beauty of our natural resources, including Cold Stream Forest in Somerset County & the Rachel Carson National Wildlife Refuge in southern Maine.",decade Maine receive million funding LWCF help preserve pristine beauty natural resource include Cold Stream Forest Somerset County Rachel Carson National Wildlife Refuge southern Maine,8,<UNK>,<UNK>,SenatorCollins,1
146,146,1271562735097131015,2020-06-12 21:59:15+00:00,"We must quickly pass the Great American Outdoors Act, bipartisan legislation to provide full funding for the Land & Water Conservation Fund (LWCF) & to address the deferred maintenance backlog at our national parks, including Acadia National Park.",quickly pass Great American Outdoors bipartisan legislation provide funding Land Water Conservation Fund LWCF address deferred maintenance backlog national park include Acadia National Park,30,<UNK>,<UNK>,SenatorCollins,4
147,147,1271514273790005251,2020-06-12 18:46:41+00:00,"Maine's potato industry expects to lose 150 million pounds of crop valued at more than $15 million due to widespread closures of restaurants, schools, & fairs amid COVID-19. The USDA must work with potato farmers to assist with supply chain disruptions & provide direct relief.",Maine potato industry expect lose million pound crop value million widespread closure restaurant school fair amid COVID-19 USDA work potato farmer assist supply chain disruption provide direct relief,35,<UNK>,<UNK>,SenatorCollins,1
148,148,1271463570648240128,2020-06-12 15:25:12+00:00,"The SMART Act would provide Maine with more flexibility to spend the $1.25 billion it received through the CARES Act and direct an additional $2 billion for all of Maine’s state, county, and local governments.",SMART provide Maine flexibility spend 1.25 billion receive CARES direct additional billion Maine state county local government,5,<UNK>,<UNK>,SenatorCollins,1
149,149,1271463568496644097,2020-06-12 15:25:12+00:00,"COVID-19 is placing an increasingly heavy financial burden on our communities. I spoke with @GPCOG207 about the SMART Act, a bipartisan bill I cosponsored to provide direct financial assistance to help keep our communities strong.",COVID-19 place increasingly heavy financial burden community speak @gpcog207 SMART bipartisan bill cosponsor provide direct financial assistance help community strong,10,<UNK>,@GPCOG207,SenatorCollins,1
150,150,1271434245181976583,2020-06-12 13:28:40+00:00,"At the hearing, Betsy Sawyer-Manter, President & CEO of SeniorsPlus in Lewiston, explained how SeniorsPlus has been able to continue offering Maine’s seniors with programs—such as Meals on Wheels & virtual caregiver support activities—to help keep seniors socially connected.",hearing Betsy Sawyer Manter President SeniorsPlus Lewiston explain SeniorsPlus able continue offer Maine senior program Meals Wheels virtual caregiver support activity help senior socially connect,5,<UNK>,<UNK>,SenatorCollins,1
151,151,1271434244376743938,2020-06-12 13:28:40+00:00,"This week's Aging Committee hearing highlighted the stark reality that while social distancing has become a tool in our effort to help flatten the curve of COVID-19, increased social isolation cannot become the new normal, especially for our seniors.",week Aging Committee hearing highlight stark reality social distancing tool effort help flatten curve covid-19 increase social isolation normal especially senior,8,<UNK>,<UNK>,SenatorCollins,1
152,152,1271128876714991624,2020-06-11 17:15:15+00:00,I spoke with Maine members of the @CF_Foundation about ways to help keep those at high risk of COVID-19 safe. Lynn &amp; Josh Blanche of Augusta &amp; Samantha Rispoli &amp; Al Axelsen of Portland are outstanding advocates. I'll continue to work to ensure those with CF have access to care.,speak Maine member @cf_foundation way help high risk covid-19 safe Lynn Josh Blanche Augusta Samantha Rispoli Axelsen Portland outstanding advocate continue work ensure access care,12,<UNK>,@CF_Foundation,SenatorCollins,1
153,153,1271070609867489281,2020-06-11 13:23:43+00:00,"This morning, I am chairing an Aging Committee hearing to investigate the growing isolation & loneliness that seniors across the country are experiencing due to COVID-19 & explore what can be done to better assist these older adults. Click here to watch: https://www.aging.senate.gov/hearings/combating-social-isolation-and-loneliness-during-the-covid-19-pandemic",morning chair Aging Committee hearing investigate grow isolation loneliness senior country experience COVID-19 explore well assist old adult click watch,33,<UNK>,<UNK>,SenatorCollins,2
154,154,1270828133504204807,2020-06-10 21:20:12+00:00,"These small employers should be able to seek additional PPP funds so they can survive this period, keep workers employed, & bounce back when the crisis is over.",small employer able seek additional fund survive period worker employ bounce crisis,10,<UNK>,<UNK>,SenatorCollins,1
155,155,1270828068823879681,2020-06-10 21:19:57+00:00,"I asked Treasury Secretary Mnuchin to support allowing small businesses in hard-hit sectors like the tourism, restaurant, & hospitality industries to apply for a second PPP loan. $130 billion for the PPP remains.",ask Treasury Secretary Mnuchin support allow small business hard sector like tourism restaurant hospitality industry apply second loan billion remain,12,<UNK>,<UNK>,SenatorCollins,1
156,156,1270827997415735297,2020-06-10 21:19:40+00:00,"TODAY: The Senate Small Business Committee held a hearing on the implementation of the Paycheck Protection Program. As one of the four co-authors of the law that created the program, I attended the hearing at the invitation of Chairman Rubio & Ranking Member Cardin.",today Senate Small Business Committee hold hearing implementation Paycheck Protection Program author create program attend hearing invitation Chairman Rubio Ranking Member Cardin,16,<UNK>,<UNK>,SenatorCollins,3
157,157,1270706854230966272,2020-06-10 13:18:17+00:00,"I appreciate the @USChamber’s efforts to promote bipartisan solutions to help grow our economy &amp; create good-paying jobs. To respond to COVID-19, civility &amp; cooperation are needed more than ever. I am honored to receive this recognition for my work to bring both sides together.",appreciate @USChamber effort promote bipartisan solution help grow economy create good pay job respond covid-19 civility cooperation need honor receive recognition work bring side,29,<UNK>,@USChamber,SenatorCollins,1
158,158,1270411154490372096,2020-06-09 17:43:16+00:00,Critical access hospitals are particularly important to rural communities such as Calais & Lincoln. I'm cosponsoring the Senate companion bill to @RepGolden's legislation to help these hospitals access PPP loans so they can keep their doors open. https://www.collins.senate.gov/newsroom/senator-collins-fights-preserve-critical-access-hospitals-rural-communities,critical access hospital particularly important rural community Calais Lincoln cosponsor Senate companion bill @RepGolden legislation help hospital access loan door open,13,<UNK>,@RepGolden,SenatorCollins,1
159,159,1270346088172654593,2020-06-09 13:24:43+00:00,"$1.8 million has been awarded to the Aroostook Band of Micmacs & the Houlton Band of Maliseet Indians to provide affordable housing & expand a community center to include a Boys & Girls Club, Head Start programs, & other social activities for residents.",million award Aroostook Band Micmacs Houlton Band Maliseet Indians provide affordable housing expand community center include Boys Girls Club Head Start program social activity resident,24,<UNK>,<UNK>,SenatorCollins,1
160,160,1270090263629791237,2020-06-08 20:28:10+00:00,$1.3 million has been awarded to Maine hospitals to support the medical professionals who are on the front lines working to protect our communities. This adds to the $5.8 million awarded to Maine’s health care providers in the first round of funding.,million award Maine hospital support medical professional line work protect community add million award Maine health care provider round funding,16,<UNK>,<UNK>,SenatorCollins,1
161,161,1269345604616032261,2020-06-06 19:09:10+00:00,"The most recent weekly Census survey (data collected 5/24-5/30) shows 73.5% of Maine small businesses received a forgivable PPP loan, which is higher than the national average. As co-author of the law, I’m delighted it has benefited so many small businesses & their employees.",recent weekly Census survey datum collect 5/24 5/30 show 73.5 Maine small business receive forgivable loan high national average author delighted benefit small business employee,86,<UNK>,<UNK>,SenatorCollins,1
162,162,1269323493667213312,2020-06-06 17:41:18+00:00,"As an author of the Paycheck Protection Program, I am encouraged that this law is helping to preserve and restore millions of jobs across the country.",author Paycheck Protection Program encourage help preserve restore million job country,38,<UNK>,<UNK>,SenatorCollins,1
163,163,1268994556680380417,2020-06-05 19:54:13+00:00,"I had a productive discussion with Maine town & city leaders about revenue shortfalls due to COVID-19, which threaten tax increases & cuts to essential services. The SMART Act I co-sponsored would provide Maine with flexibility & at least $2 billion to keep our communities strong",productive discussion Maine town city leader revenue shortfall COVID-19 threaten increase cut essential service SMART sponsor provide Maine flexibility billion community strong,21,<UNK>,<UNK>,SenatorCollins,1
164,164,1268943723293016066,2020-06-05 16:32:14+00:00,"The Paycheck Protection Program is keeping small businesses afloat and bringing employees back on the payroll. As the NYT says, “The data tells the story…” Today’s jobs report shows that the PPP is working.",Paycheck Protection Program keep small business afloat bring employee payroll say datum tell story today job report show work,24,<UNK>,<UNK>,SenatorCollins,1
165,165,1268920274067558402,2020-06-05 14:59:03+00:00,"This morning I attended the bipartisan, bicameral No Labels meeting that occurs most Fridays. The Rev. Emanuel Cleaver, a Missouri Congressman & civil rights leader, spoke eloquently to us on the need for cultural changes & possible legislative remedies for racial injustice.",morning attend bipartisan bicameral Labels meeting occur Fridays Rev. Emanuel Cleaver Missouri Congressman civil right leader speak eloquently need cultural change possible legislative remedy racial injustice,63,<UNK>,<UNK>,SenatorCollins,6
166,166,1268899621990010880,2020-06-05 13:36:59+00:00,Nearly $9 million has been awarded to help prevent COVID-19 among homeless individuals & families throughout Maine. This investment will help Maine’s state agencies & local governments as they continue to provide critical support during this difficult time https://www.collins.senate.gov/newsroom/senator-collins-announces-nearly-9-million-help-prevent-covid-19-among-maine%E2%80%99s-homeless,nearly million award help prevent COVID-19 homeless individual family Maine investment help Maine state agency local government continue provide critical support difficult time,51,<UNK>,<UNK>,SenatorCollins,1
167,167,1268628722271301632,2020-06-04 19:40:32+00:00,".@UMaine's Transportation Infrastructure Durability Center has been awarded $5.25 million to support the UMaine-led coalition of six New England universities, continuing their efforts to build durable bridges &amp; roads, improve safety &amp; save taxpayer dollars",.@UMaine Transportation Infrastructure Durability Center award 5.25 million support UMaine coalition England university continue effort build durable bridge road improve safety save taxpayer dollar,15,<UNK>,@UMaine,SenatorCollins,1
168,168,1267818434215079945,2020-06-02 14:00:44+00:00,Nearly $5.8 million has been awarded to assist the dedicated medical professionals at community health centers and hospitals throughout Maine as they continue to care for patients and combat the COVID-19 pandemic.,nearly million award assist dedicated medical professional community health center hospital Maine continue care patient combat covid-19 pandemic,17,<UNK>,<UNK>,SenatorCollins,1
169,169,1267579012685139979,2020-06-01 22:09:21+00:00,"The horrific death of George Floyd in Minneapolis was reprehensible. It was beyond a tragedy; it was a crime. Today, I spoke on the Senate floor about the need to join together to ensure that the legacy of George Floyd is of progress, not deepening division and hatred.",horrific death George Floyd Minneapolis reprehensible tragedy crime today speak Senate floor need join ensure legacy George Floyd progress deepen division hatred,440,<UNK>,<UNK>,SenatorCollins,0
170,170,1266418954936999938,2020-05-29 17:19:42+00:00,"Expanded testing is key to helping slow the spread of COVID-19, keep Mainers safe, & reopen communities. Drive-thru testing is now available at select CVS Pharmacies in Maine. To find the location nearest you & to make an appointment, click here: https://www.cvs.com/minuteclinic/covid-19-testing",expand testing help slow spread COVID-19 Mainers safe reopen community drive testing available select Pharmacies Maine find location near appointment click,33,<UNK>,<UNK>,SenatorCollins,6
171,171,1266361366597832707,2020-05-29 13:30:52+00:00,"Maine DOL will receive $1.5 million in COVID-19 related funding through Dislocated Worker Grants. This federal funding will help provide disaster-relief employment, as well as other employment & training activities to help our workers & communities.",Maine receive million covid-19 related funding Dislocated Worker Grants federal funding help provide disaster relief employment employment training activity help worker community,9,<UNK>,<UNK>,SenatorCollins,1
172,172,1266122766341812235,2020-05-28 21:42:45+00:00,"The CARES Act authorizes funding for states to prepare for elections amid COVID-19, but only if a 20% match is provided. To help all Americans vote safely, @SenatorBennet &amp; I authored a bill to waive this requirement if states are unable to fund the match. https://www.collins.senate.gov/newsroom/collins-bennet-introduce-legislation-make-election-grants-more-accessible-states",CARES authorize funding state prepare election amid COVID-19 match provide help Americans vote safely @SenatorBennet author bill waive requirement state unable fund match,12,<UNK>,@SenatorBennet,SenatorCollins,1
173,173,1266076040578969600,2020-05-28 18:37:05+00:00,"More than 700,000 Mainers have already received their stimulus checks. If you did not receive your check via direct deposit, you may receive it by mail as a debit card. Don’t mistake it for a credit card offer. Learn more:","700,000 Mainers receive stimulus check receive check direct deposit receive mail debit card mistake credit card offer learn",11,<UNK>,<UNK>,SenatorCollins,1
